,manufactured,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,desc_mean_price,type_of_vehicle_bus/mini bus,type_of_vehicle_hatchback,type_of_vehicle_luxury sedan,type_of_vehicle_mid-sized sedan,type_of_vehicle_mpv,type_of_vehicle_others,type_of_vehicle_sports car,type_of_vehicle_stationwagon,type_of_vehicle_suv,type_of_vehicle_truck,type_of_vehicle_van,transmission_auto,transmission_manual,make_audi,make_bmw,make_honda,make_hyundai,make_kia,make_lexus,make_mazda,make_mercedes-benz,make_mini,make_mitsubishi,make_nissan,make_porsche,make_subaru,make_suzuki,make_toyota,make_volkswagen,make_volvo,make_others,reg_date_year,reg_date_mon,reg_date_day,lifespan_days,luxury_car,price
3695,2010.0,1170.0,99.0,1368.0,2.0,10110.0,58001.0,608.0,15531.0,130000.0,22258.0,22258.0,98238.66666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012.0,5.0,30.0,7331.982261640798,False,20700.0
3697,2015.0,1626.0,106.0,1997.0,2.0,11590.0,58801.0,1210.0,40467.0,58000.0,22233.0,23127.0,89938.0174824795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,10.0,29.0,7331.982261640798,False,66000.0
3698,1978.0,1635.0,165.0,4520.0,1.0,14408.95552771688,3292.0,280.0,43799.20620587753,97000.0,12040.0,12040.0,151690.7501862765,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,8.0,12.0,7331.982261640798,False,151800.0
3699,2017.0,1846.0,110.0,1999.0,1.0,15400.0,53001.0,1812.0,68244.0,63600.0,41613.0,50259.0,155975.8360869169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017.0,5.0,31.0,7331.982261640798,False,125300.0
3700,2008.0,1310.0,97.0,1794.0,3.0,7350.0,36888.0,1361.0,25498.0,73460.34847437544,18803.0,18803.0,76426.13784209294,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2008.0,7.0,23.0,7331.982261640798,False,55900.0
3701,2013.0,1420.0,135.0,1997.0,2.0,18580.0,80710.0,1210.0,39911.0,126000.0,35862.0,32207.0,147703.6809000198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,3.0,14.0,7331.982261640798,False,69800.0
3703,2018.0,1490.0,120.0,1499.0,2.0,11170.0,33900.0,684.0,43882.0,35500.0,24845.0,26783.0,107161.15914769788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,8.0,31.0,7331.982261640798,False,101000.0
3704,2012.0,1267.0,95.6,1591.0,2.0,6550.0,41835.646324549234,738.0,43799.20620587753,88000.0,11463.0,11463.0,72452.89622781961,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,3.0,1.0,7331.982261640798,False,72000.0
3705,2016.0,1535.0,111.0,1998.0,1.0,10140.0,49501.0,1210.0,36486.0,87000.0,19211.0,19211.0,88747.18665486299,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,4.0,28.0,7331.982261640798,False,62500.0
3706,2009.0,1680.0,132.0,2354.0,5.0,6870.0,35411.0,2116.0,27213.0,123000.0,31300.0,31300.0,119678.86341892669,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,5.0,26.0,7331.982261640798,False,58100.0
3707,2013.0,2183.0,215.0,2993.0,3.0,42910.0,83000.0,3376.0,102802.0,75888.0,92510.0,138518.0,165718.11002281404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014.0,2.0,19.0,7331.982261640798,False,193500.0
3708,2016.0,1205.0,90.0,1598.0,1.0,10190.0,47300.0,742.0,34773.0,62000.0,17982.0,17982.0,70518.9073757016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2016.0,5.0,4.0,7331.982261640798,False,62500.0
3709,2008.0,1195.0,80.0,1598.0,2.0,6730.0,26047.0,965.0,19261.0,73460.34847437544,16084.0,16084.0,65085.32016442763,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2009.0,1.0,15.0,7331.982261640798,False,54800.0
3710,2011.0,1500.0,115.0,1597.0,2.0,7930.0,42283.0,816.0,40951.0,120600.0,31086.0,31086.0,121102.23853112277,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,7.0,1.0,7331.982261640798,False,84500.0
3711,2018.0,1390.0,141.0,1998.0,2.0,15430.0,31001.0,1210.0,56419.0,11000.0,37307.0,44230.0,139407.47734127013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,2.0,22.0,7331.982261640798,False,151600.0
3712,2008.0,1010.0,73.0,1339.0,4.0,8040.0,18583.0,767.0,7168.0,73460.34847437544,12179.0,9394.0,81586.67101304696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,7.0,31.0,7331.982261640798,False,17000.0
3713,2011.0,1520.0,115.0,1796.0,2.0,8680.0,41835.646324549234,974.0,43799.20620587753,117931.0,42032.0,42032.0,99482.97836471375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,9.0,19.0,7331.982261640798,False,95600.0
3714,2019.0,2030.0,250.0,2995.0,1.0,39190.0,36000.0,2380.0,143295.0,31097.0,98993.0,150188.0,283638.85676824703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,2.0,28.0,7331.982261640798,False,449700.0
3715,2016.0,1720.0,177.0,1999.0,2.0,19520.0,57010.0,1212.0,81088.0,66200.0,57982.0,76368.0,175042.5321399026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016.0,6.0,30.0,7331.982261640798,False,146100.0
3716,2019.0,1160.0,82.0,998.0,1.0,7970.0,26999.0,392.0,35132.0,31000.0,18507.0,18507.0,128179.31874630395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019.0,7.0,8.0,7331.982261640798,False,79200.0
3717,2017.0,1480.0,140.0,1984.0,2.0,12750.0,38501.0,1194.0,54700.0,75000.0,33207.0,38490.0,218383.19122906082,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,5.0,10.0,7331.982261640798,False,115300.0
3718,2019.0,1345.0,93.8,1591.0,1.0,8180.0,27000.0,738.0,31979.0,73460.34847437544,14706.0,14706.0,85764.76360255477,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,6.0,4.0,7331.982261640798,False,77900.0
3719,2017.0,1720.0,190.0,1998.0,1.0,24310.0,38389.0,1210.0,111650.0,31000.0,79348.0,114827.0,168598.24390083514,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,6.0,28.0,7331.982261640798,False,246200.0
3720,2019.0,1405.0,145.0,1998.0,1.0,22860.0,40889.0,1210.0,78193.0,14000.0,48619.0,60067.0,185060.58435052852,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.0,31.0,7331.982261640798,False,243100.0
3722,2008.0,1160.0,81.0,1496.0,3.0,7670.0,14743.0,818.0,9145.0,143800.0,17429.0,17429.0,54515.56067701483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,1.0,18.0,7331.982261640798,False,26200.0
3723,2019.0,1670.0,190.0,1991.0,1.0,21050.0,41805.0,1202.0,97224.0,20000.0,61824.0,83284.0,109133.58333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.0,17.0,7331.982261640798,False,238400.0
3724,2010.0,1251.0,92.7,1591.0,4.0,7340.0,16095.0,812.0,12938.0,73460.34847437544,10860.0,10860.0,66735.12221094598,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,9.0,30.0,7331.982261640798,False,32500.0
3725,2021.0,1220.0,133.4932556713679,1597.0,1.0,5600.0,28668.0,1329.176775668073,28079.0,73460.34847437544,19664.0,984.0,90086.02890938632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,6.0,10.0,7304.0,False,60400.0
3726,2013.0,1900.0,125.0,2362.0,2.0,18190.0,77501.0,1638.0,44736.0,148888.0,37325.0,44255.0,184625.6259505137,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014.0,1.0,21.0,7331.982261640798,False,72500.0
3727,2018.0,1325.0,85.0,1197.0,1.0,9970.0,26309.0,508.0,35349.0,45000.0,20399.0,20559.0,109337.70995140499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,3.0,22.0,7331.982261640798,False,94400.0
3728,2019.0,1385.0,88.0,1496.0,1.0,8770.0,42000.0,682.0,45135.0,13000.0,21408.0,6972.0,132023.73411614785,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,2.0,23.0,7331.982261640798,False,95500.0
3729,2016.0,1460.0,133.4932556713679,1560.0,2.0,7120.0,42809.0,1329.176775668073,25146.0,73460.34847437544,20106.0,1006.0,61107.23288095263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017.0,7.0,31.0,7304.0,False,46000.0
3730,2011.0,1800.0,133.4932556713679,2497.0,1.0,5280.0,41835.646324549234,1329.176775668073,43799.20620587753,73460.34847437544,19970.0,999.0,84456.13824024543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,12.0,28.0,7304.0,False,58100.0
3731,2016.0,1430.0,90.0,1595.0,1.0,14930.0,53334.0,740.0,46592.0,90000.0,27886.0,26041.0,106786.49862057234,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,9.0,21.0,7331.982261640798,False,97700.0
3732,2015.0,2030.0,225.0,2979.0,3.0,20950.0,75801.0,2362.0,96451.0,86600.0,73578.0,104441.0,141917.92816150494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,6.0,29.0,7331.982261640798,False,145200.0
3733,2009.0,1340.0,106.0,1797.0,6.0,7260.0,35411.0,1169.0,27213.0,112153.0,21794.0,21794.0,90658.4819481523,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2009.0,9.0,7.0,7331.982261640798,False,61400.0
3734,2008.0,1130.0,81.0,1496.0,4.0,7710.0,15142.0,887.0,6480.0,147230.0,13319.0,13319.0,71146.10913305361,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2008.0,10.0,29.0,7331.982261640798,False,18200.0
3735,2014.0,1310.0,90.0,1395.0,2.0,14360.0,61899.0,624.0,27272.0,88000.0,28020.0,16228.0,82458.87782230161,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,6.0,25.0,7331.982261640798,False,53700.0
3736,2017.0,2039.0,147.0,2199.0,1.0,12850.0,49802.0,2126.0,58557.0,97000.0,33232.0,38525.0,127057.97553743636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,8.0,30.0,7331.982261640798,False,105400.0
3737,2008.0,1550.0,206.0,1998.0,1.0,20230.0,31335.0,1573.0,23231.0,112000.0,46023.0,46023.0,148517.60492139444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,1.0,22.0,7331.982261640798,False,165000.0
3738,2015.0,1205.0,85.0,1598.0,3.0,9100.0,57089.0,742.0,34890.0,90000.0,16439.0,16439.0,74211.202945627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,9.0,29.0,7331.982261640798,False,50100.0
3739,2011.0,1417.0,118.0,1390.0,3.0,8290.0,42283.0,682.0,40731.0,145000.0,24357.0,24357.0,109390.68426576974,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011.0,8.0,15.0,7331.982261640798,False,87900.0
3742,2021.0,1220.0,133.4932556713679,1597.0,1.0,5690.0,36134.0,1329.176775668073,34817.0,1001.0,20410.0,1021.0,69662.02226920718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,4.0,13.0,7304.0,False,60300.0
3744,2018.0,1375.0,120.0,1332.0,2.0,14760.0,41361.0,586.0,57205.0,28000.0,28088.0,31324.0,213492.00793650793,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,10.0,18.0,7331.982261640798,False,149600.0
3746,2016.0,1300.0,94.1,1597.0,1.0,8890.0,53694.0,742.0,38744.0,73200.0,17080.0,17080.0,71176.53771704582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016.0,9.0,9.0,7331.982261640798,False,58200.0
3747,2019.0,1775.0,190.0,1991.0,1.0,22900.0,34000.0,1202.0,74508.0,6000.0,49980.0,61972.0,215055.10285354304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,11.0,21.0,7331.982261640798,True,241800.0
3748,2016.0,1190.0,96.0,1199.0,2.0,11200.0,52301.0,508.0,34228.0,73460.34847437544,21728.0,12420.0,91266.81610219846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016.0,7.0,13.0,7331.982261640798,False,67000.0
3749,2019.0,1380.0,80.0,1499.0,1.0,10480.0,33009.0,684.0,52921.0,63000.0,30044.0,34062.0,161321.424841138,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.0,9.0,7331.982261640798,False,114300.0
3750,2015.0,1260.0,133.4932556713679,1461.0,3.0,8510.0,4484.0,1329.176775668073,1939.0,73460.34847437544,19981.0,1000.0,60889.03950051933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,12.0,21.0,7304.0,False,40500.0
3751,2015.0,1285.0,85.0,1197.0,1.0,10230.0,56001.0,508.0,32541.0,46502.0,18413.0,13413.0,89138.38570219351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,10.0,26.0,7331.982261640798,False,53900.0
3752,2016.0,1940.0,200.0,2996.0,2.0,27560.0,57903.0,2382.0,120584.0,73460.34847437544,83408.0,122135.0,258645.09242803982,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,9.0,9.0,7331.982261640798,True,218900.0
3754,2018.0,1080.0,101.0,1496.0,1.0,9130.0,35403.0,682.0,32963.0,51000.0,18502.0,8502.0,134670.33246261382,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,3.0,5.0,7331.982261640798,False,80100.0
3755,2014.0,6280.0,133.4932556713679,7545.0,3.0,17710.0,6139.0,1329.176775668073,1830.0,73460.34847437544,49667.0,2484.0,77184.3191017589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,8.0,18.0,7304.0,False,58100.0
3756,2015.0,2500.0,133.4932556713679,4009.0,1.0,10360.0,22924.0,1329.176775668073,9691.0,73460.34847437544,29104.0,1456.0,107176.45772988841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015.0,11.0,16.0,7304.0,False,48200.0
3757,2018.0,1430.0,101.0,1496.0,1.0,11450.0,35310.0,682.0,40142.0,63000.0,26445.0,19023.0,96950.86372369905,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,2.0,26.0,7331.982261640798,False,105100.0
3759,2017.0,1285.0,85.0,1197.0,2.0,11050.0,51600.0,508.0,39606.0,73537.0,18583.0,13583.0,83832.40839876063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,5.0,8.0,7331.982261640798,False,76800.0
3760,2008.0,1195.0,80.0,1598.0,2.0,7340.0,17099.0,965.0,6896.0,73460.34847437544,16777.0,16777.0,55058.25101626016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2008.0,9.0,23.0,7331.982261640798,False,16300.0
3761,2016.0,1615.0,180.0,1997.0,2.0,17590.0,56340.0,1210.0,74232.0,82888.0,48361.0,59706.0,118462.61110763348,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,11.0,18.0,7331.982261640798,False,134100.0
3762,2021.0,2175.0,453.0,3996.0,1.0,44390.0,61001.0,1329.176775668073,190862.0,652.0,111798.0,173237.0,311207.36483025586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,8.0,27.0,7331.982261640798,False,583000.0
3763,2010.0,1725.0,150.0,2497.0,2.0,8680.0,40714.0,1976.0,37881.0,73460.34847437544,41142.0,41142.0,102761.01614434947,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,20.0,7331.982261640798,False,88900.0
3764,2015.0,1615.0,135.0,2494.0,1.0,16480.0,75000.0,1792.0,59752.0,62000.0,39966.0,47953.0,116530.00859774226,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,6.0,17.0,7331.982261640798,False,95500.0
